Scenario,Object Type,Object Name,Data Source,Category,Data Item,Statistic Type,Average,Minimum,Maximum,Half Width,Standard Deviation
Scenario3,ModelEntity,Organics,[Population],Content,NumberInSystem,Average,1.981886797,1.161009965,2.973303747,0.411573266,0.575379728
Scenario3,ModelEntity,Organics,[Population],Content,NumberInSystem,Maximum,6.7,5,12,1.471749286,2.057506582
Scenario3,ModelEntity,Organics,[Population],Content,NumberInSystem,Minimum,0,0,0,0,0
Scenario3,ModelEntity,Refuse,[Population],FlowTime,TimeInSystem,Average (Minutes),7.213564758,5.502692268,8.729672199,0.719146174,1.005366879
Scenario3,ModelEntity,Organics,[Population],FlowTime,TimeInSystem,Maximum (Minutes),56.70801996,18.79125922,156.3420291,40.58752322,56.74138725
Scenario3,ModelEntity,Organics,[Population],FlowTime,TimeInSystem,Minimum (Minutes),1.088420859,1.03712521,1.173108484,0.027758143,0.038805904
Scenario3,ModelEntity,Organics,[Population],FlowTime,TimeInSystem,Observations,54.8,48,61,3.068326084,4.289522118
Scenario3,ModelEntity,Organics,[Population],Throughput,NumberCreated,Total,58.3,52,65,3.0914,4.321779469
Scenario3,ModelEntity,Organics,[Population],Throughput,NumberDestroyed,Total,54.8,48,61,3.068326084,4.289522118
Scenario3,ModelEntity,Recycle,[Population],Content,NumberInSystem,Average,6.869394048,4.073771901,9.760315981,1.398090558,1.954531626
Scenario3,ModelEntity,Recycle,[Population],Content,NumberInSystem,Maximum,15.6,11,25,2.981876966,4.168666187
Scenario3,ModelEntity,Recycle,[Population],Content,NumberInSystem,Minimum,0,0,0,0,0
Scenario4,ModelEntity,Refuse,[Population],FlowTime,TimeInSystem,Average (Minutes),7.350605433,5.764890509,8.395914544,0.582238435,0.813969759
Scenario3,ModelEntity,Recycle,[Population],FlowTime,TimeInSystem,Maximum (Minutes),135.227744,17.78169582,240.5112007,52.61314665,73.55321764
Scenario3,ModelEntity,Recycle,[Population],FlowTime,TimeInSystem,Minimum (Minutes),1.025969565,0.993356238,1.070148754,0.018097536,0.025300369
Scenario3,ModelEntity,Recycle,[Population],FlowTime,TimeInSystem,Observations,169.8,141,190,10.32071498,14.42836712
Scenario3,ModelEntity,Recycle,[Population],Throughput,NumberCreated,Total,182.4,166,207,9.074351626,12.68595023
Scenario3,ModelEntity,Recycle,[Population],Throughput,NumberDestroyed,Total,169.8,141,190,10.32071498,14.42836712
Scenario3,ModelEntity,Refuse,[Population],Content,NumberInSystem,Average,14.78209486,9.827759801,19.80495862,2.253197661,3.149971984
Scenario3,ModelEntity,Refuse,[Population],Content,NumberInSystem,Maximum,31.1,20,45,6.03623976,8.438667615
Scenario3,ModelEntity,Refuse,[Population],Content,NumberInSystem,Minimum,0,0,0,0,0
Scenario1,Sink,SnkDumpSite,[DestroyedEntities],FlowTime,TimeInSystem,Average (Minutes),28.57995003,21.81711184,35.35850666,2.999734983,4.193631708
Scenario3,ModelEntity,Refuse,[Population],FlowTime,TimeInSystem,Maximum (Minutes),200.1167237,166.655509,228.0506432,15.86159997,22.17452839
Scenario3,ModelEntity,Refuse,[Population],FlowTime,TimeInSystem,Minimum (Minutes),1.030785471,0.950128155,1.099904743,0.029370081,0.041059394
Scenario3,ModelEntity,Refuse,[Population],FlowTime,TimeInSystem,Observations,330.5,298,358,14.21944849,19.87879943
Scenario3,ModelEntity,Refuse,[Population],Throughput,NumberCreated,Total,356.9,313,377,15.62963979,21.8502479
Scenario3,ModelEntity,Refuse,[Population],Throughput,NumberDestroyed,Total,330.5,298,358,14.21944849,19.87879943
Scenario3,Path,Path1,[Travelers],Content,NumberOnLink,Average,0.015214325,0.011775794,0.019783333,0.001818256,0.002541923
Scenario3,Path,Path1,[Travelers],Content,NumberOnLink,Maximum,1.4,1,2,0.369383053,0.516397779
Scenario3,Path,Path1,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario3,Path,Path1,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.141309524,0.141309524,0.141309524,1.05E-15,1.46E-15
Scenario3,Path,Path1,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.141309524,0.141309524,0.141309524,0,0
Scenario3,Path,Path1,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.141309524,0.141309524,0.141309524,0,0
Scenario3,Path,Path1,[Travelers],Throughput,NumberEntered,Total,32.3,25,42,3.860156002,5.396500924
Scenario3,Path,Path1,[Travelers],Throughput,NumberExited,Total,32.3,25,42,3.860156002,5.396500924
Scenario3,Path,Path10,[Travelers],Content,NumberOnLink,Average,0.003181667,0.002766667,0.003688889,0.000243374,0.000340238
Scenario3,Path,Path10,[Travelers],Content,NumberOnLink,Maximum,1,1,1,0,0
Scenario3,Path,Path10,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario3,Path,Path10,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.138333333,0.138333333,0.138333333,1.42E-15,1.99E-15
Scenario3,Path,Path10,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.138333333,0.138333333,0.138333333,0,0
Scenario3,Path,Path10,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.138333333,0.138333333,0.138333333,0,0
Scenario3,Path,Path10,[Travelers],Throughput,NumberEntered,Total,6.9,6,8,0.5278,0.737864787
Scenario3,Path,Path10,[Travelers],Throughput,NumberExited,Total,6.9,6,8,0.5278,0.737864787
Scenario3,Path,Path12,[Travelers],Content,NumberOnLink,Average,0.001475278,0,0.004215079,0.001241115,0.00173508
Scenario3,Path,Path12,[Travelers],Content,NumberOnLink,Maximum,0.5,0,1,0.377,0.527046277
Scenario3,Path,Path12,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario3,Path,Path12,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.632261905,0.632261905,0.632261905,7.40E-15,5.96E-15
Scenario3,Path,Path12,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.632261905,0.632261905,0.632261905,7.40E-15,5.96E-15
Scenario3,Path,Path12,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.632261905,0.632261905,0.632261905,9.06E-15,7.30E-15
Scenario3,Path,Path12,[Travelers],Throughput,NumberEntered,Total,0.7,0,2,0.588892826,0.823272602
Scenario3,Path,Path12,[Travelers],Throughput,NumberExited,Total,0.7,0,2,0.588892826,0.823272602
Scenario3,Path,Path2,[Travelers],Content,NumberOnLink,Average,0.246666737,0.228032367,0.254681766,0.006315731,0.008829397
Scenario3,Path,Path2,[Travelers],Content,NumberOnLink,Maximum,4,3,5,0.476871471,0.666666667
Scenario3,Path,Path2,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario3,Path,Path2,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.130952381,0.130952381,0.130952381,1.16E-16,1.62E-16
Scenario3,Path,Path2,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.130952381,0.130952381,0.130952381,0,0
Scenario3,Path,Path2,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.130952381,0.130952381,0.130952381,4.60E-15,6.44E-15
Scenario3,Path,Path2,[Travelers],Throughput,NumberEntered,Total,565.3,523,584,14.4014,20.13316777
Scenario3,Path,Path2,[Travelers],Throughput,NumberExited,Total,564.9,522,583,14.54047507,20.32759482
Scenario3,Path,Path3,[Travelers],Content,NumberOnLink,Average,0.049787346,0.032301587,0.057261905,0.00585451,0.008184609
Scenario3,Path,Path3,[Travelers],Content,NumberOnLink,Maximum,1,1,1,0,0
Scenario3,Path,Path3,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario3,Path,Path3,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.44047619,0.44047619,0.44047619,1.24E-15,1.74E-15
Scenario3,Path,Path3,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.44047619,0.44047619,0.44047619,0,0
Scenario3,Path,Path3,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.44047619,0.44047619,0.44047619,0,0
Scenario3,Path,Path3,[Travelers],Throughput,NumberEntered,Total,34,22,39,4.046388612,5.656854249
Scenario3,Path,Path3,[Travelers],Throughput,NumberExited,Total,33.9,22,39,3.981948171,5.566766466
Scenario3,Path,Path4,[Travelers],Content,NumberAccumulated,Average,0.01199135,0,0.11954633,0.027032197,0.037791031
Scenario3,Path,Path4,[Travelers],Content,NumberAccumulated,Maximum,1,1,1,0,0
Scenario3,Path,Path4,[Travelers],Content,NumberAccumulated,Minimum,0,0,0,0,0
Scenario3,Path,Path4,[Travelers],Content,NumberOnLink,Average,0.933472491,0.857008169,0.961785616,0.02243802,0.031368368
Scenario3,Path,Path4,[Travelers],Content,NumberOnLink,Maximum,2,2,2,0,0
Scenario3,Path,Path4,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario3,Path,Path4,[Travelers],EntryQueue,NumberWaiting,Average,0.132827303,0.107424338,0.218436763,0.022329564,0.031216747
Scenario3,Path,Path4,[Travelers],EntryQueue,NumberWaiting,Maximum,2,2,2,0,0
Scenario3,Path,Path4,[Travelers],EntryQueue,NumberWaiting,Minimum,0,0,0,0,0
Scenario3,Path,Path4,[Travelers],EntryQueue,TimeWaiting,Average (Minutes),0.033306333,0.030166458,0.035361758,0.001237353,0.00172982
Scenario3,Path,Path4,[Travelers],EntryQueue,TimeWaiting,Maximum (Minutes),0.264325512,0.251490317,0.303036519,0.013304011,0.018599017
Scenario3,Path,Path4,[Travelers],EntryQueue,TimeWaiting,Minimum (Minutes),0,0,0,0,0
Scenario3,Path,Path4,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.254619676,0.254410256,0.25486088,0.000101814,0.000142336
Scenario3,Path,Path4,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.315015246,0.304,0.371942484,0.015103208,0.021114296
Scenario3,Path,Path4,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.254,0.254,0.254,4.60E-15,6.44E-15
Scenario3,Path,Path4,[Travelers],Throughput,NumberEntered,Total,1085.9,976,1133,37.98461624,53.10252139
Scenario3,Path,Path4,[Travelers],Throughput,NumberExited,Total,1085.5,975,1132,38.01423937,53.14393453
Scenario3,Path,Path5,[Travelers],Content,NumberAccumulated,Average,0.049705658,0.009099774,0.129665732,0.030197974,0.04221679
Scenario3,Path,Path5,[Travelers],Content,NumberAccumulated,Maximum,1,1,1,0,0
Scenario3,Path,Path5,[Travelers],Content,NumberAccumulated,Minimum,0,0,0,0,0
Scenario3,Path,Path5,[Travelers],Content,NumberOnLink,Average,0.997046989,0.996564754,0.997569414,0.000211997,0.000296371
Scenario3,Path,Path5,[Travelers],Content,NumberOnLink,Maximum,1,1,1,0,0
Scenario3,Path,Path5,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario3,Path,Path5,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.279160458,0.269123851,0.298270481,0.006978998,0.009756644
Scenario3,Path,Path5,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),2.394869068,1.596542174,3.262491863,0.458602114,0.641126091
Scenario3,Path,Path5,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.266666667,0.266666667,0.266666667,0,0
Scenario3,Path,Path5,[Travelers],Throughput,NumberEntered,Total,1066.3,976,1112,34.07554495,47.63763685
Scenario3,Path,Path5,[Travelers],Throughput,NumberExited,Total,1065.3,975,1111,34.07554495,47.63763685
Scenario3,Path,Path7,[Travelers],Content,NumberOnLink,Average,0.051053968,0.021371429,0.075987302,0.011990674,0.016762972
Scenario3,Path,Path7,[Travelers],Content,NumberOnLink,Maximum,1,1,1,0,0
Scenario3,Path,Path7,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario3,Path,Path7,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.712380952,0.712380952,0.712380952,1.55E-15,2.16E-15
Scenario3,Path,Path7,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.712380952,0.712380952,0.712380952,0,0
Scenario3,Path,Path7,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.712380952,0.712380952,0.712380952,0,0
Scenario3,Path,Path7,[Travelers],Throughput,NumberEntered,Total,21.5,9,32,5.049548752,7.059272862
Scenario3,Path,Path7,[Travelers],Throughput,NumberExited,Total,21.5,9,32,5.049548752,7.059272862
Scenario3,Path,Path9,[Travelers],Content,NumberAccumulated,Average,0.014610321,0.000419569,0.121088542,0.026786743,0.037447887
Scenario3,Path,Path9,[Travelers],Content,NumberAccumulated,Maximum,1,1,1,0,0
Scenario3,Path,Path9,[Travelers],Content,NumberAccumulated,Minimum,0,0,0,0,0
Scenario3,Path,Path9,[Travelers],Content,NumberOnLink,Average,0.077726101,0.049182845,0.171921875,0.024905553,0.034817982
Scenario3,Path,Path9,[Travelers],Content,NumberOnLink,Maximum,1.7,1,2,0.345526207,0.483045892
Scenario3,Path,Path9,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario3,Path,Path9,[Travelers],EntryQueue,NumberWaiting,Average,0.012726477,0,0.120008972,0.026966994,0.037699878
Scenario3,Path,Path9,[Travelers],EntryQueue,NumberWaiting,Maximum,1.7,1,2,0.345526207,0.483045892
Scenario3,Path,Path9,[Travelers],EntryQueue,NumberWaiting,Minimum,0,0,0,0,0
Scenario3,Path,Path9,[Travelers],EntryQueue,TimeWaiting,Average (Minutes),0.001912351,0,0.003844418,0.000990954,0.001385355
Scenario3,Path,Path9,[Travelers],EntryQueue,TimeWaiting,Maximum (Minutes),0.097126579,0,0.165804804,0.044563088,0.06229923
Scenario3,Path,Path9,[Travelers],EntryQueue,TimeWaiting,Minimum (Minutes),0,0,0,0,0
Scenario3,Path,Path9,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.176373507,0.168756596,0.185124319,0.003996079,0.005586522
Scenario3,Path,Path9,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.421913706,0.299099646,0.467902671,0.04225034,0.059066006
Scenario3,Path,Path9,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.166666667,0.166666667,0.166666667,0,0
Scenario3,Path,Path9,[Travelers],Throughput,NumberEntered,Total,111.9,84,142,14.70763927,20.56129049
Scenario3,Path,Path9,[Travelers],Throughput,NumberExited,Total,111.6,84,142,14.75298836,20.62468855
Scenario3,Server,SrvCollection,[Resource],Capacity,ScheduledUtilization,Percent,35.9595841,32.2386918,37.52046054,1.299190877,1.816269799
Scenario3,Server,SrvCollection,[Resource],Capacity,UnitsAllocated,Total,542.8,488,566,18.92464899,26.45667318
Scenario3,Server,SrvCollection,[Resource],Capacity,UnitsScheduled,Average,1,1,1,0,0
Scenario3,Server,SrvCollection,[Resource],Capacity,UnitsScheduled,Maximum,1,1,1,0,0
Scenario3,Server,SrvCollection,[Resource],Capacity,UnitsScheduled,Minimum,1,1,1,0,0
Scenario3,Server,SrvCollection,[Resource],Capacity,UnitsUtilized,Average,0.359595841,0.322386918,0.375204605,0.012991909,0.018162698
Scenario3,Server,SrvCollection,[Resource],Capacity,UnitsUtilized,Maximum,1,1,1,0,0
Scenario3,Server,SrvCollection,[Resource],Capacity,UnitsUtilized,Minimum,0,0,0,0,0
Scenario3,Server,SrvCollection,[Resource],ResourceState,TimeProcessing,Average (Minutes),0.257683187,0.2490646,0.264008132,0.003207956,0.004484725
Scenario3,Server,SrvCollection,[Resource],ResourceState,TimeProcessing,Occurrences,418.5,381,435,11.62358926,16.24978632
Scenario3,Server,SrvCollection,[Resource],ResourceState,TimeProcessing,Percent,35.9595841,32.2386918,37.52046054,1.299190877,1.816269799
Scenario3,Server,SrvCollection,[Resource],ResourceState,TimeProcessing,Total (Minutes),107.8787523,96.71607539,112.5613816,3.897572631,5.448809398
Scenario3,Server,SrvCollection,[Resource],ResourceState,TimeStarved,Average (Minutes),0.459089055,0.433145672,0.532156871,0.022975699,0.032120044
Scenario3,Server,SrvCollection,[Resource],ResourceState,TimeStarved,Occurrences,419.5,382,436,11.62358926,16.24978632
Scenario3,Server,SrvCollection,[Resource],ResourceState,TimeStarved,Percent,64.0404159,62.47953946,67.7613082,1.299190877,1.816269799
Scenario3,Server,SrvCollection,[Resource],ResourceState,TimeStarved,Total (Minutes),192.1212477,187.4386184,203.2839246,3.897572631,5.448809398
Scenario3,Server,SrvCollection,InputBuffer,Content,NumberInStation,Average,0.047507774,0.041233958,0.055756548,0.00318223,0.00444876
Scenario3,Server,SrvCollection,InputBuffer,Content,NumberInStation,Maximum,1.4,1,2,0.369383053,0.516397779
Scenario3,Server,SrvCollection,InputBuffer,Content,NumberInStation,Minimum,0,0,0,0,0
Scenario3,Server,SrvCollection,InputBuffer,HoldingTime,TimeInStation,Average (Minutes),0.026261106,0.022050245,0.029923013,0.001502478,0.002100466
Scenario3,Server,SrvCollection,InputBuffer,HoldingTime,TimeInStation,Maximum (Minutes),0.268788924,0.237474874,0.291810849,0.010477191,0.01464712
Scenario3,Server,SrvCollection,InputBuffer,HoldingTime,TimeInStation,Minimum (Minutes),0,0,0,0,0
Scenario3,Server,SrvCollection,InputBuffer,Throughput,NumberEntered,Total,542.8,488,566,18.92464899,26.45667318
Scenario3,Server,SrvCollection,InputBuffer,Throughput,NumberExited,Total,542.8,488,566,18.92464899,26.45667318
Scenario3,Server,SrvCollection,OutputBuffer,Content,NumberInStation,Average,7.081485796,2.905970386,9.95397147,1.624690001,2.271317814
Scenario3,Server,SrvCollection,OutputBuffer,Content,NumberInStation,Maximum,21.7,14,33,4.562167331,6.377913278
Scenario3,Server,SrvCollection,OutputBuffer,Content,NumberInStation,Minimum,0,0,0,0,0
Scenario3,Server,SrvCollection,OutputBuffer,HoldingTime,TimeInStation,Average (Minutes),3.813114488,1.727229683,5.346052465,0.869592539,1.215691008
Scenario3,Server,SrvCollection,OutputBuffer,HoldingTime,TimeInStation,Maximum (Minutes),19.33847608,13.75958498,25.69076784,3.252589563,4.547122596
Scenario3,Server,SrvCollection,OutputBuffer,HoldingTime,TimeInStation,Minimum (Minutes),0,0,0,0,0
Scenario3,Server,SrvCollection,OutputBuffer,Throughput,NumberEntered,Total,542.8,488,566,18.92464899,26.45667318
Scenario3,Server,SrvCollection,OutputBuffer,Throughput,NumberExited,Total,533.4,488,556,17.00499863,23.77300056
Scenario3,Server,SrvCollection,Processing,Content,NumberInStation,Average,0.359595841,0.322386918,0.375204605,0.012991909,0.018162698
Scenario3,Server,SrvCollection,Processing,Content,NumberInStation,Maximum,1,1,1,0,0
Scenario3,Server,SrvCollection,Processing,Content,NumberInStation,Minimum,0,0,0,0,0
Scenario3,Server,SrvCollection,Processing,HoldingTime,TimeInStation,Average (Minutes),0.198736456,0.195956476,0.201565941,0.001364705,0.001907858
Scenario3,Server,SrvCollection,Processing,HoldingTime,TimeInStation,Maximum (Minutes),0.294794547,0.288149134,0.298937721,0.002112426,0.002953174
Scenario3,Server,SrvCollection,Processing,HoldingTime,TimeInStation,Minimum (Minutes),0.104334559,0.102851555,0.107226868,0.001177502,0.001646148
Scenario3,Server,SrvCollection,Processing,Throughput,NumberEntered,Total,542.8,488,566,18.92464899,26.45667318
Scenario3,Server,SrvCollection,Processing,Throughput,NumberExited,Total,542.8,488,566,18.92464899,26.45667318
Scenario3,Server,SrvInspection,[Resource],Capacity,ScheduledUtilization,Percent,60.20712276,57.03533689,62.53018842,1.475063371,2.062139675
Scenario3,Server,SrvInspection,[Resource],Capacity,UnitsAllocated,Total,604.9,566,628,14.49740253,20.26737937
Scenario3,Server,SrvInspection,[Resource],Capacity,UnitsScheduled,Average,1,1,1,0,0
Scenario3,Server,SrvInspection,[Resource],Capacity,UnitsScheduled,Maximum,1,1,1,0,0
Scenario3,Server,SrvInspection,[Resource],Capacity,UnitsScheduled,Minimum,1,1,1,0,0
Scenario3,Server,SrvInspection,[Resource],Capacity,UnitsUtilized,Average,0.602071228,0.570353369,0.625301884,0.014750634,0.020621397
Scenario3,Server,SrvInspection,[Resource],Capacity,UnitsUtilized,Maximum,1,1,1,0,0
Scenario3,Server,SrvInspection,[Resource],Capacity,UnitsUtilized,Minimum,0,0,0,0,0
Scenario3,Server,SrvInspection,[Resource],ResourceState,TimeProcessing,Average (Minutes),0.766641578,0.692736885,0.842721981,0.034579731,0.048342489
Scenario3,Server,SrvInspection,[Resource],ResourceState,TimeProcessing,Occurrences,236.1,219,249,7.375723425,10.31126676
Scenario3,Server,SrvInspection,[Resource],ResourceState,TimeProcessing,Percent,60.20712276,57.03533689,62.53018842,1.475063371,2.062139675
Scenario3,Server,SrvInspection,[Resource],ResourceState,TimeProcessing,Total (Minutes),180.6213683,171.1060107,187.5905653,4.425190112,6.186419024
Scenario3,Server,SrvInspection,[Resource],ResourceState,TimeStarved,Average (Minutes),0.505198583,0.459671499,0.536414377,0.020897451,0.029214651
Scenario3,Server,SrvInspection,[Resource],ResourceState,TimeStarved,Occurrences,236.6,219,250,7.60905181,10.63746001
Scenario3,Server,SrvInspection,[Resource],ResourceState,TimeStarved,Percent,39.79287724,37.46981158,42.96466311,1.475063371,2.062139675
Scenario3,Server,SrvInspection,[Resource],ResourceState,TimeStarved,Total (Minutes),119.3786317,112.4094347,128.8939893,4.425190112,6.186419024
Scenario3,Server,SrvInspection,InputBuffer,Content,NumberInStation,Average,0.496118233,0.394034636,0.661409878,0.056540024,0.079042995
Scenario3,Server,SrvInspection,InputBuffer,Content,NumberInStation,Maximum,6.4,5,9,1.022775361,1.429840706
Scenario3,Server,SrvInspection,InputBuffer,Content,NumberInStation,Minimum,0,0,0,0,0
Scenario3,Server,SrvInspection,InputBuffer,HoldingTime,TimeInStation,Average (Minutes),0.244874208,0.195066651,0.31508378,0.024857838,0.034751276
Scenario3,Server,SrvInspection,InputBuffer,HoldingTime,TimeInStation,Maximum (Minutes),1.683854424,1.315191513,2.527912302,0.264552192,0.369844158
Scenario3,Server,SrvInspection,InputBuffer,HoldingTime,TimeInStation,Minimum (Minutes),0,0,0,0,0
Scenario3,Server,SrvInspection,InputBuffer,Throughput,NumberEntered,Total,605.7,566,628,14.67125907,20.51043095
Scenario3,Server,SrvInspection,InputBuffer,Throughput,NumberExited,Total,604.9,566,628,14.49740253,20.26737937
Scenario3,Server,SrvInspection,OutputBuffer,Content,NumberInStation,Average,0.422749958,0.078715179,3.406423654,0.749911305,1.048376555
Scenario3,Server,SrvInspection,OutputBuffer,Content,NumberInStation,Maximum,6.9,2,51,11.0838,15.49516053
Scenario3,Server,SrvInspection,OutputBuffer,Content,NumberInStation,Minimum,0,0,0,0,0
Scenario3,Server,SrvInspection,OutputBuffer,HoldingTime,TimeInStation,Average (Minutes),0.045478849,0.03896791,0.049473293,0.002209279,0.003088573
Scenario3,Server,SrvInspection,OutputBuffer,HoldingTime,TimeInStation,Maximum (Minutes),0.388643415,0.351683651,0.510081525,0.033416745,0.046716634
Scenario3,Server,SrvInspection,OutputBuffer,HoldingTime,TimeInStation,Minimum (Minutes),0,0,0,0,0
Scenario3,Server,SrvInspection,OutputBuffer,Throughput,NumberEntered,Total,604.4,566,628,14.36246307,20.07873391
Scenario3,Server,SrvInspection,OutputBuffer,Throughput,NumberExited,Total,599.3,535,628,21.12021162,29.52607134
Scenario3,Server,SrvInspection,Processing,Content,NumberInStation,Average,0.602071228,0.570353369,0.625301884,0.014750634,0.020621397
Scenario3,Server,SrvInspection,Processing,Content,NumberInStation,Maximum,1,1,1,0,0
Scenario3,Server,SrvInspection,Processing,Content,NumberInStation,Minimum,0,0,0,0,0
Scenario3,Server,SrvInspection,Processing,HoldingTime,TimeInStation,Average (Minutes),0.298725239,0.292253498,0.302307439,0.00248688,0.00347666
Scenario3,Server,SrvInspection,Processing,HoldingTime,TimeInStation,Maximum (Minutes),0.487154883,0.478646967,0.496066055,0.004660384,0.00651522
Scenario3,Server,SrvInspection,Processing,HoldingTime,TimeInStation,Minimum (Minutes),0.15680405,0.153337704,0.163982453,0.002586343,0.00361571
Scenario3,Server,SrvInspection,Processing,Throughput,NumberEntered,Total,604.9,566,628,14.49740253,20.26737937
Scenario3,Server,SrvInspection,Processing,Throughput,NumberExited,Total,604.4,566,628,14.36246307,20.07873391
Scenario3,Server,SrvMissedComplaint,[Resource],Capacity,ScheduledUtilization,Percent,97.07500615,94.22341073,99.68364571,1.206714769,1.686988133
Scenario3,Server,SrvMissedComplaint,[Resource],Capacity,UnitsAllocated,Total,8.6,7,10,0.6032,0.843274043
Scenario3,Server,SrvMissedComplaint,[Resource],Capacity,UnitsScheduled,Average,1,1,1,0,0
Scenario3,Server,SrvMissedComplaint,[Resource],Capacity,UnitsScheduled,Maximum,1,1,1,0,0
Scenario3,Server,SrvMissedComplaint,[Resource],Capacity,UnitsScheduled,Minimum,1,1,1,0,0
Scenario3,Server,SrvMissedComplaint,[Resource],Capacity,UnitsUtilized,Average,0.970750061,0.942234107,0.996836457,0.012067148,0.016869881
Scenario3,Server,SrvMissedComplaint,[Resource],Capacity,UnitsUtilized,Maximum,1,1,1,0,0
Scenario3,Server,SrvMissedComplaint,[Resource],Capacity,UnitsUtilized,Minimum,0,0,0,0,0
Scenario3,Server,SrvMissedComplaint,[Resource],ResourceState,TimeProcessing,Average (Minutes),291.2250184,282.6702322,299.0509371,3.620144307,5.060964399
Scenario3,Server,SrvMissedComplaint,[Resource],ResourceState,TimeProcessing,Occurrences,1,1,1,0,0
Scenario3,Server,SrvMissedComplaint,[Resource],ResourceState,TimeProcessing,Percent,97.07500615,94.22341073,99.68364571,1.206714769,1.686988133
Scenario3,Server,SrvMissedComplaint,[Resource],ResourceState,TimeProcessing,Total (Minutes),291.2250184,282.6702322,299.0509371,3.620144307,5.060964399
Scenario3,Server,SrvMissedComplaint,[Resource],ResourceState,TimeStarved,Average (Minutes),8.774981552,0.949062884,17.32976782,3.620144307,5.060964399
Scenario3,Server,SrvMissedComplaint,[Resource],ResourceState,TimeStarved,Occurrences,1,1,1,0,0
Scenario3,Server,SrvMissedComplaint,[Resource],ResourceState,TimeStarved,Percent,2.924993851,0.316354295,5.776589275,1.206714769,1.686988133
Scenario3,Server,SrvMissedComplaint,[Resource],ResourceState,TimeStarved,Total (Minutes),8.774981552,0.949062884,17.32976782,3.620144307,5.060964399
Scenario3,Server,SrvMissedComplaint,InputBuffer,Content,NumberInStation,Average,11.75286051,6.876977666,15.14420475,1.784304635,2.494459189
Scenario3,Server,SrvMissedComplaint,InputBuffer,Content,NumberInStation,Maximum,23.9,15,33,3.924423326,5.48634669
Scenario3,Server,SrvMissedComplaint,InputBuffer,Content,NumberInStation,Minimum,0,0,0,0,0
Scenario3,Server,SrvMissedComplaint,InputBuffer,HoldingTime,TimeInStation,Average (Minutes),105.9673337,84.75795128,120.6087473,9.716561305,13.58375984
Scenario3,Server,SrvMissedComplaint,InputBuffer,HoldingTime,TimeInStation,Maximum (Minutes),203.726821,155.7397224,235.5678565,18.72609516,26.17909478
Scenario3,Server,SrvMissedComplaint,InputBuffer,HoldingTime,TimeInStation,Minimum (Minutes),0,0,0,0,0
Scenario3,Server,SrvMissedComplaint,InputBuffer,Throughput,NumberEntered,Total,32.3,25,42,3.860156002,5.396500924
Scenario3,Server,SrvMissedComplaint,InputBuffer,Throughput,NumberExited,Total,8.6,7,10,0.6032,0.843274043
Scenario3,Server,SrvMissedComplaint,OutputBuffer,Throughput,NumberEntered,Total,7.6,6,9,0.6032,0.843274043
Scenario3,Server,SrvMissedComplaint,OutputBuffer,Throughput,NumberExited,Total,7.6,6,9,0.6032,0.843274043
Scenario3,Server,SrvMissedComplaint,Processing,Content,NumberInStation,Average,0.970750061,0.942234107,0.996836457,0.012067148,0.016869881
Scenario3,Server,SrvMissedComplaint,Processing,Content,NumberInStation,Maximum,1,1,1,0,0
