Scenario,Replication,Object Type,Object Name,Data Source,Category,Data Item,Statistic Type,Value
Scenario2,2,Model,Model,Missed_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,3,Model,Model,Missed_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,4,Model,Model,Missed_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,5,Model,Model,Missed_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,6,Model,Model,Missed_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,7,Model,Model,Missed_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,8,Model,Model,Missed_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,9,Model,Model,Missed_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,10,Model,Model,Missed_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,1,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,2,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,3,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,4,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,5,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,6,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,7,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,8,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,9,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,10,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,1,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,2,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,3,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,4,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,5,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,6,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,7,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,8,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,9,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,10,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,1,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Observations,58
Scenario2,2,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Observations,49
Scenario2,3,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Observations,66
Scenario2,4,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Observations,55
Scenario2,5,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Observations,50
Scenario2,6,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Observations,41
Scenario2,7,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Observations,56
Scenario2,8,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Observations,45
Scenario2,9,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Observations,56
Scenario2,10,Model,Model,Missed_Refuse,UserSpecified,TallyValue,Observations,57
Scenario2,1,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Average,1
Scenario2,2,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Average,1
Scenario2,3,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Average,1
Scenario2,4,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Average,1
Scenario2,5,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Average,1
Scenario2,6,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Average,1
Scenario2,7,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Average,1
Scenario2,8,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Average,1
Scenario2,9,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Average,1
Scenario2,10,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Average,1
Scenario2,1,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,2,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,3,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,4,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,5,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,6,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,7,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,8,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,9,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,10,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,1,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Maximum,1
Scenario2,2,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Maximum,1
Scenario2,3,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Maximum,1
Scenario2,4,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Maximum,1
Scenario2,5,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Maximum,1
Scenario2,6,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Maximum,1
Scenario2,7,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Maximum,1
Scenario2,8,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Maximum,1
Scenario2,9,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Maximum,1
Scenario2,10,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Maximum,1
Scenario2,1,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Minimum,1
Scenario2,2,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Minimum,1
Scenario2,3,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Minimum,1
Scenario2,4,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Minimum,1
Scenario2,5,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Minimum,1
Scenario2,6,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Minimum,1
Scenario2,7,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Minimum,1
Scenario2,8,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Minimum,1
Scenario2,9,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Minimum,1
Scenario2,10,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Minimum,1
Scenario2,1,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Observations,1
Scenario2,2,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Observations,3
Scenario2,3,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Observations,3
Scenario2,4,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Observations,1
Scenario2,5,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Observations,2
Scenario2,6,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Observations,2
Scenario2,7,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Observations,4
Scenario2,8,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Observations,2
Scenario2,9,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Observations,2
Scenario2,10,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Observations,2
Scenario2,1,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Average,1
Scenario2,2,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Average,1
Scenario2,3,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Average,1
Scenario2,4,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Average,1
Scenario2,5,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Average,1
Scenario2,6,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Average,1
Scenario2,7,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Average,1
Scenario2,8,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Average,1
Scenario2,9,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Average,1
Scenario2,10,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Average,1
Scenario2,1,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,2,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,3,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,4,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,5,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,6,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,7,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,8,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,9,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,10,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,1,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Maximum,1
Scenario2,2,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Maximum,1
Scenario2,3,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Maximum,1
Scenario2,4,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Maximum,1
Scenario2,5,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Maximum,1
Scenario2,6,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Maximum,1
Scenario2,7,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Maximum,1
Scenario2,8,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Maximum,1
Scenario2,9,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Maximum,1
Scenario2,10,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Maximum,1
Scenario2,1,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Minimum,1
Scenario2,2,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Minimum,1
Scenario2,3,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Minimum,1
Scenario2,4,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Minimum,1
Scenario2,5,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Minimum,1
Scenario2,6,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Minimum,1
Scenario2,7,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Minimum,1
Scenario2,8,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Minimum,1
Scenario2,9,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Minimum,1
Scenario2,10,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Minimum,1
Scenario2,1,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Observations,3
Scenario2,2,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Observations,6
Scenario2,3,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Observations,2
Scenario2,4,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Observations,1
Scenario2,5,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Observations,5
Scenario2,6,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Observations,8
Scenario2,7,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Observations,3
Scenario2,8,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Observations,6
Scenario2,9,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Observations,2
Scenario2,10,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Observations,1
Scenario2,1,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Average,1
Scenario2,2,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Average,1
Scenario2,3,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Average,1
Scenario2,4,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Average,1
Scenario2,5,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Average,1
Scenario2,6,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Average,1
Scenario2,7,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Average,1
Scenario2,8,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Average,1
Scenario2,9,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Average,1
Scenario2,10,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Average,1
Scenario2,1,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,2,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,3,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,4,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,5,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,6,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,7,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,8,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,9,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,10,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,HalfWidth,NaN
Scenario2,1,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,2,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,3,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,4,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,5,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,6,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,7,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,8,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,9,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,10,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Maximum,1
Scenario2,1,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,2,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,3,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,4,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,5,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,6,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,7,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,8,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,9,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,10,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Minimum,1
Scenario2,1,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Observations,15
Scenario2,2,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Observations,15
Scenario2,3,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Observations,16
Scenario2,4,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Observations,18
Scenario2,5,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Observations,18
Scenario2,6,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Observations,9
Scenario2,7,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Observations,21
Scenario2,8,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Observations,19
Scenario2,9,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Observations,13
Scenario2,10,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Observations,12
Scenario2,1,Model,Model,TotalCollected,UserSpecified,StateValue,Average,228.042549630119
Scenario2,2,Model,Model,TotalCollected,UserSpecified,StateValue,Average,234.129868282895
Scenario2,3,Model,Model,TotalCollected,UserSpecified,StateValue,Average,225.484538850742
Scenario2,4,Model,Model,TotalCollected,UserSpecified,StateValue,Average,217.712199078964
Scenario2,5,Model,Model,TotalCollected,UserSpecified,StateValue,Average,221.594968796926
Scenario2,6,Model,Model,TotalCollected,UserSpecified,StateValue,Average,223.914773998062
Scenario2,7,Model,Model,TotalCollected,UserSpecified,StateValue,Average,227.344197308762
Scenario2,8,Model,Model,TotalCollected,UserSpecified,StateValue,Average,221.104075905734
Scenario2,9,Model,Model,TotalCollected,UserSpecified,StateValue,Average,220.822327603848
Scenario2,10,Model,Model,TotalCollected,UserSpecified,StateValue,Average,231.566027870261
Scenario2,1,Model,Model,TotalCollected,UserSpecified,StateValue,FinalValue,458
Scenario2,2,Model,Model,TotalCollected,UserSpecified,StateValue,FinalValue,459
Scenario2,3,Model,Model,TotalCollected,UserSpecified,StateValue,FinalValue,449
Scenario2,4,Model,Model,TotalCollected,UserSpecified,StateValue,FinalValue,441
Scenario2,5,Model,Model,TotalCollected,UserSpecified,StateValue,FinalValue,445
Scenario2,6,Model,Model,TotalCollected,UserSpecified,StateValue,FinalValue,446
Scenario2,7,Model,Model,TotalCollected,UserSpecified,StateValue,FinalValue,455
Scenario2,8,Model,Model,TotalCollected,UserSpecified,StateValue,FinalValue,448
Scenario2,9,Model,Model,TotalCollected,UserSpecified,StateValue,FinalValue,446
Scenario2,10,Model,Model,TotalCollected,UserSpecified,StateValue,FinalValue,457
Scenario2,1,Model,Model,TotalCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,2,Model,Model,TotalCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,3,Model,Model,TotalCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,4,Model,Model,TotalCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,5,Model,Model,TotalCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,6,Model,Model,TotalCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,7,Model,Model,TotalCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,8,Model,Model,TotalCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,9,Model,Model,TotalCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,10,Model,Model,TotalCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,1,Model,Model,TotalCollected,UserSpecified,StateValue,Maximum,458
Scenario2,2,Model,Model,TotalCollected,UserSpecified,StateValue,Maximum,459
Scenario2,3,Model,Model,TotalCollected,UserSpecified,StateValue,Maximum,449
Scenario2,4,Model,Model,TotalCollected,UserSpecified,StateValue,Maximum,441
Scenario2,5,Model,Model,TotalCollected,UserSpecified,StateValue,Maximum,445
Scenario2,6,Model,Model,TotalCollected,UserSpecified,StateValue,Maximum,446
Scenario2,7,Model,Model,TotalCollected,UserSpecified,StateValue,Maximum,455
Scenario2,8,Model,Model,TotalCollected,UserSpecified,StateValue,Maximum,448
Scenario2,9,Model,Model,TotalCollected,UserSpecified,StateValue,Maximum,446
Scenario2,10,Model,Model,TotalCollected,UserSpecified,StateValue,Maximum,457
Scenario2,1,Model,Model,TotalCollected,UserSpecified,StateValue,Minimum,0
Scenario2,2,Model,Model,TotalCollected,UserSpecified,StateValue,Minimum,0
Scenario2,3,Model,Model,TotalCollected,UserSpecified,StateValue,Minimum,0
Scenario2,4,Model,Model,TotalCollected,UserSpecified,StateValue,Minimum,0
Scenario2,5,Model,Model,TotalCollected,UserSpecified,StateValue,Minimum,0
Scenario2,6,Model,Model,TotalCollected,UserSpecified,StateValue,Minimum,0
Scenario2,7,Model,Model,TotalCollected,UserSpecified,StateValue,Minimum,0
Scenario2,8,Model,Model,TotalCollected,UserSpecified,StateValue,Minimum,0
Scenario2,9,Model,Model,TotalCollected,UserSpecified,StateValue,Minimum,0
Scenario2,10,Model,Model,TotalCollected,UserSpecified,StateValue,Minimum,0
Scenario2,1,Model,Model,TotalMissed,UserSpecified,StateValue,Average,39.7671668858514
Scenario2,2,Model,Model,TotalMissed,UserSpecified,StateValue,Average,33.3418174253344
Scenario2,3,Model,Model,TotalMissed,UserSpecified,StateValue,Average,40.1890401754423
Scenario2,4,Model,Model,TotalMissed,UserSpecified,StateValue,Average,33.8206687212797
Scenario2,5,Model,Model,TotalMissed,UserSpecified,StateValue,Average,35.996335068561
Scenario2,6,Model,Model,TotalMissed,UserSpecified,StateValue,Average,34.4954914416386
Scenario2,7,Model,Model,TotalMissed,UserSpecified,StateValue,Average,41.1470008582539
Scenario2,8,Model,Model,TotalMissed,UserSpecified,StateValue,Average,30.1031323441737
Scenario2,9,Model,Model,TotalMissed,UserSpecified,StateValue,Average,34.7119465142199
Scenario2,10,Model,Model,TotalMissed,UserSpecified,StateValue,Average,37.3495649941701
Scenario2,1,Model,Model,TotalMissed,UserSpecified,StateValue,FinalValue,81
Scenario2,2,Model,Model,TotalMissed,UserSpecified,StateValue,FinalValue,69
Scenario2,3,Model,Model,TotalMissed,UserSpecified,StateValue,FinalValue,83
Scenario2,4,Model,Model,TotalMissed,UserSpecified,StateValue,FinalValue,74
Scenario2,5,Model,Model,TotalMissed,UserSpecified,StateValue,FinalValue,78
Scenario2,6,Model,Model,TotalMissed,UserSpecified,StateValue,FinalValue,62
Scenario2,7,Model,Model,TotalMissed,UserSpecified,StateValue,FinalValue,84
Scenario2,8,Model,Model,TotalMissed,UserSpecified,StateValue,FinalValue,60
Scenario2,9,Model,Model,TotalMissed,UserSpecified,StateValue,FinalValue,71
Scenario2,10,Model,Model,TotalMissed,UserSpecified,StateValue,FinalValue,76
Scenario2,1,Model,Model,TotalMissed,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,2,Model,Model,TotalMissed,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,3,Model,Model,TotalMissed,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,4,Model,Model,TotalMissed,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,5,Model,Model,TotalMissed,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,6,Model,Model,TotalMissed,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,7,Model,Model,TotalMissed,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,8,Model,Model,TotalMissed,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,9,Model,Model,TotalMissed,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,10,Model,Model,TotalMissed,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,1,Model,Model,TotalMissed,UserSpecified,StateValue,Maximum,81
Scenario2,2,Model,Model,TotalMissed,UserSpecified,StateValue,Maximum,69
Scenario2,3,Model,Model,TotalMissed,UserSpecified,StateValue,Maximum,83
Scenario2,4,Model,Model,TotalMissed,UserSpecified,StateValue,Maximum,74
Scenario2,5,Model,Model,TotalMissed,UserSpecified,StateValue,Maximum,78
Scenario2,6,Model,Model,TotalMissed,UserSpecified,StateValue,Maximum,62
Scenario2,7,Model,Model,TotalMissed,UserSpecified,StateValue,Maximum,84
Scenario2,8,Model,Model,TotalMissed,UserSpecified,StateValue,Maximum,60
Scenario2,9,Model,Model,TotalMissed,UserSpecified,StateValue,Maximum,71
Scenario2,10,Model,Model,TotalMissed,UserSpecified,StateValue,Maximum,76
Scenario2,1,Model,Model,TotalMissed,UserSpecified,StateValue,Minimum,0
Scenario2,2,Model,Model,TotalMissed,UserSpecified,StateValue,Minimum,0
Scenario2,3,Model,Model,TotalMissed,UserSpecified,StateValue,Minimum,0
Scenario2,4,Model,Model,TotalMissed,UserSpecified,StateValue,Minimum,0
Scenario2,5,Model,Model,TotalMissed,UserSpecified,StateValue,Minimum,0
Scenario2,6,Model,Model,TotalMissed,UserSpecified,StateValue,Minimum,0
Scenario2,7,Model,Model,TotalMissed,UserSpecified,StateValue,Minimum,0
Scenario2,8,Model,Model,TotalMissed,UserSpecified,StateValue,Minimum,0
Scenario2,9,Model,Model,TotalMissed,UserSpecified,StateValue,Minimum,0
Scenario2,10,Model,Model,TotalMissed,UserSpecified,StateValue,Minimum,0
Scenario2,1,Model,Model,TotalNotCollected,UserSpecified,StateValue,Average,8.38201434544122
Scenario2,2,Model,Model,TotalNotCollected,UserSpecified,StateValue,Average,8.00000399920384
Scenario2,3,Model,Model,TotalNotCollected,UserSpecified,StateValue,Average,10.8591018262533
Scenario2,4,Model,Model,TotalNotCollected,UserSpecified,StateValue,Average,9.52158246516536
Scenario2,5,Model,Model,TotalNotCollected,UserSpecified,StateValue,Average,11.7566080150069
Scenario2,6,Model,Model,TotalNotCollected,UserSpecified,StateValue,Average,10.5745080927324
Scenario2,7,Model,Model,TotalNotCollected,UserSpecified,StateValue,Average,15.8352138161304
Scenario2,8,Model,Model,TotalNotCollected,UserSpecified,StateValue,Average,10.5014476293668
Scenario2,9,Model,Model,TotalNotCollected,UserSpecified,StateValue,Average,10.0293571475331
Scenario2,10,Model,Model,TotalNotCollected,UserSpecified,StateValue,Average,5.82214658678421
Scenario2,1,Model,Model,TotalNotCollected,UserSpecified,StateValue,FinalValue,19
Scenario2,2,Model,Model,TotalNotCollected,UserSpecified,StateValue,FinalValue,24
Scenario2,3,Model,Model,TotalNotCollected,UserSpecified,StateValue,FinalValue,21
Scenario2,4,Model,Model,TotalNotCollected,UserSpecified,StateValue,FinalValue,20
Scenario2,5,Model,Model,TotalNotCollected,UserSpecified,StateValue,FinalValue,25
Scenario2,6,Model,Model,TotalNotCollected,UserSpecified,StateValue,FinalValue,19
Scenario2,7,Model,Model,TotalNotCollected,UserSpecified,StateValue,FinalValue,28
Scenario2,8,Model,Model,TotalNotCollected,UserSpecified,StateValue,FinalValue,27
Scenario2,9,Model,Model,TotalNotCollected,UserSpecified,StateValue,FinalValue,17
Scenario2,10,Model,Model,TotalNotCollected,UserSpecified,StateValue,FinalValue,15
Scenario2,1,Model,Model,TotalNotCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,2,Model,Model,TotalNotCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,3,Model,Model,TotalNotCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,4,Model,Model,TotalNotCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,5,Model,Model,TotalNotCollected,UserSpecified,StateValue,HalfWidth,NaN
Scenario2,6,Model,Model,TotalNotCollected,UserSpecified,StateValue,HalfWidth,NaN
