Scenario,Replication,Object Type,Object Name,Data Source,Category,Data Item,Statistic Type,Value
Scenario2,9,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftBusy,Percent,0
Scenario2,10,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftBusy,Percent,0
Scenario2,1,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftBusy,Total,0
Scenario2,2,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftBusy,Total,0
Scenario2,3,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftBusy,Total,0
Scenario2,4,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftBusy,Total,0
Scenario2,5,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftBusy,Total,0
Scenario2,6,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftBusy,Total,0
Scenario2,7,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftBusy,Total,0
Scenario2,8,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftBusy,Total,0
Scenario2,9,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftBusy,Total,0
Scenario2,10,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftBusy,Total,0
Scenario2,1,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Average,NaN
Scenario2,2,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Average,NaN
Scenario2,3,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Average,NaN
Scenario2,4,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Average,NaN
Scenario2,5,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Average,NaN
Scenario2,6,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Average,NaN
Scenario2,7,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Average,NaN
Scenario2,8,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Average,NaN
Scenario2,9,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Average,NaN
Scenario2,10,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Average,NaN
Scenario2,1,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Occurrences,0
Scenario2,2,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Occurrences,0
Scenario2,3,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Occurrences,0
Scenario2,4,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Occurrences,0
Scenario2,5,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Occurrences,0
Scenario2,6,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Occurrences,0
Scenario2,7,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Occurrences,0
Scenario2,8,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Occurrences,0
Scenario2,9,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Occurrences,0
Scenario2,10,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Occurrences,0
Scenario2,1,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Percent,0
Scenario2,2,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Percent,0
Scenario2,3,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Percent,0
Scenario2,4,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Percent,0
Scenario2,5,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Percent,0
Scenario2,6,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Percent,0
Scenario2,7,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Percent,0
Scenario2,8,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Percent,0
Scenario2,9,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Percent,0
Scenario2,10,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Percent,0
Scenario2,1,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Total,0
Scenario2,2,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Total,0
Scenario2,3,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Total,0
Scenario2,4,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Total,0
Scenario2,5,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Total,0
Scenario2,6,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Total,0
Scenario2,7,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Total,0
Scenario2,8,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Total,0
Scenario2,9,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Total,0
Scenario2,10,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeOffShiftTransporting,Total,0
Scenario2,1,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Average,5
Scenario2,2,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Average,5
Scenario2,3,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Average,5
Scenario2,4,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Average,5
Scenario2,5,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Average,5
Scenario2,6,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Average,5
Scenario2,7,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Average,5
Scenario2,8,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Average,5
Scenario2,9,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Average,5
Scenario2,10,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Average,5
Scenario2,1,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Occurrences,1
Scenario2,2,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Occurrences,1
Scenario2,3,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Occurrences,1
Scenario2,4,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Occurrences,1
Scenario2,5,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Occurrences,1
Scenario2,6,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Occurrences,1
Scenario2,7,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Occurrences,1
Scenario2,8,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Occurrences,1
Scenario2,9,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Occurrences,1
Scenario2,10,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Occurrences,1
Scenario2,1,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Percent,100
Scenario2,2,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Percent,100
Scenario2,3,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Percent,100
Scenario2,4,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Percent,100
Scenario2,5,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Percent,100
Scenario2,6,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Percent,100
Scenario2,7,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Percent,100
Scenario2,8,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Percent,100
Scenario2,9,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Percent,100
Scenario2,10,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Percent,100
Scenario2,1,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Total,5
Scenario2,2,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Total,5
Scenario2,3,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Total,5
Scenario2,4,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Total,5
Scenario2,5,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Total,5
Scenario2,6,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Total,5
Scenario2,7,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Total,5
Scenario2,8,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Total,5
Scenario2,9,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Total,5
Scenario2,10,Vehicle,Vehicle1[1],[Resource],ResourceState,TimeTransporting,Total,5
Scenario2,1,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Average,0.406222222222212
Scenario2,2,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Average,0.407111111111101
Scenario2,3,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Average,0.399053449885099
Scenario2,4,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Average,0.390763677097182
Scenario2,5,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Average,0.395555555555546
Scenario2,6,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Average,0.395931857471097
Scenario2,7,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Average,0.404019485492734
Scenario2,8,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Average,0.398008805017369
Scenario2,9,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Average,0.396444444444435
Scenario2,10,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Average,0.405333333333324
Scenario2,1,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Maximum,1
Scenario2,2,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Maximum,1
Scenario2,3,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Maximum,1
Scenario2,4,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Maximum,1
Scenario2,5,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Maximum,1
Scenario2,6,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Maximum,1
Scenario2,7,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Maximum,1
Scenario2,8,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Maximum,1
Scenario2,9,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Maximum,1
Scenario2,10,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Maximum,1
Scenario2,1,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Minimum,0
Scenario2,2,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Minimum,0
Scenario2,3,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Minimum,0
Scenario2,4,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Minimum,0
Scenario2,5,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Minimum,0
Scenario2,6,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Minimum,0
Scenario2,7,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Minimum,0
Scenario2,8,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Minimum,0
Scenario2,9,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Minimum,0
Scenario2,10,Vehicle,Vehicle1[1],RideStation,Content,NumberInStation,Minimum,0
Scenario2,1,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Average,0
Scenario2,2,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Average,0
Scenario2,3,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Average,0
Scenario2,4,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Average,0
Scenario2,5,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Average,0
Scenario2,6,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Average,0
Scenario2,7,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Average,0
Scenario2,8,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Average,0
Scenario2,9,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Average,0
Scenario2,10,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Average,0
Scenario2,1,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Maximum,0
Scenario2,2,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Maximum,0
Scenario2,3,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Maximum,0
Scenario2,4,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Maximum,0
Scenario2,5,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Maximum,0
Scenario2,6,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Maximum,0
Scenario2,7,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Maximum,0
Scenario2,8,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Maximum,0
Scenario2,9,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Maximum,0
Scenario2,10,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Maximum,0
Scenario2,1,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Minimum,0
Scenario2,2,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Minimum,0
Scenario2,3,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Minimum,0
Scenario2,4,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Minimum,0
Scenario2,5,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Minimum,0
Scenario2,6,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Minimum,0
Scenario2,7,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Minimum,0
Scenario2,8,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Minimum,0
Scenario2,9,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Minimum,0
Scenario2,10,Vehicle,Vehicle1[1],RideStation,Costs,CostPerItem,Minimum,0
Scenario2,1,Vehicle,Vehicle1[1],RideStation,Costs,TotalCost,Total,0
Scenario2,2,Vehicle,Vehicle1[1],RideStation,Costs,TotalCost,Total,0
Scenario2,3,Vehicle,Vehicle1[1],RideStation,Costs,TotalCost,Total,0
Scenario2,4,Vehicle,Vehicle1[1],RideStation,Costs,TotalCost,Total,0
Scenario2,5,Vehicle,Vehicle1[1],RideStation,Costs,TotalCost,Total,0
Scenario2,6,Vehicle,Vehicle1[1],RideStation,Costs,TotalCost,Total,0
Scenario2,7,Vehicle,Vehicle1[1],RideStation,Costs,TotalCost,Total,0
Scenario2,8,Vehicle,Vehicle1[1],RideStation,Costs,TotalCost,Total,0
Scenario2,9,Vehicle,Vehicle1[1],RideStation,Costs,TotalCost,Total,0
Scenario2,10,Vehicle,Vehicle1[1],RideStation,Costs,TotalCost,Total,0
Scenario2,1,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Average,0
Scenario2,2,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Average,0
Scenario2,3,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Average,0
Scenario2,4,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Average,0
Scenario2,5,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Average,0
Scenario2,6,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Average,0
Scenario2,7,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Average,0
Scenario2,8,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Average,0
Scenario2,9,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Average,0
Scenario2,10,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Average,0
Scenario2,1,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Maximum,1
Scenario2,2,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Maximum,1
Scenario2,3,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Maximum,1
Scenario2,4,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Maximum,1
Scenario2,5,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Maximum,1
Scenario2,6,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Maximum,1
Scenario2,7,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Maximum,1
Scenario2,8,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Maximum,1
Scenario2,9,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Maximum,1
Scenario2,10,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Maximum,1
Scenario2,1,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Minimum,0
Scenario2,2,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Minimum,0
Scenario2,3,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Minimum,0
Scenario2,4,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Minimum,0
Scenario2,5,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Minimum,0
Scenario2,6,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Minimum,0
Scenario2,7,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Minimum,0
Scenario2,8,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Minimum,0
Scenario2,9,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Minimum,0
Scenario2,10,Vehicle,Vehicle1[1],RideStation,EntryQueue,NumberWaiting,Minimum,0
Scenario2,1,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Average,0
Scenario2,2,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Average,0
Scenario2,3,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Average,0
Scenario2,4,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Average,0
Scenario2,5,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Average,0
Scenario2,6,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Average,0
Scenario2,7,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Average,0
Scenario2,8,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Average,0
Scenario2,9,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Average,0
Scenario2,10,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Average,0
Scenario2,1,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Maximum,0
Scenario2,2,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Maximum,0
Scenario2,3,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Maximum,0
Scenario2,4,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Maximum,0
Scenario2,5,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Maximum,0
Scenario2,6,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Maximum,0
Scenario2,7,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Maximum,0
Scenario2,8,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Maximum,0
Scenario2,9,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Maximum,0
Scenario2,10,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Maximum,0
Scenario2,1,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Minimum,0
Scenario2,2,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Minimum,0
Scenario2,3,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Minimum,0
Scenario2,4,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Minimum,0
Scenario2,5,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Minimum,0
Scenario2,6,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Minimum,0
Scenario2,7,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Minimum,0
Scenario2,8,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Minimum,0
Scenario2,9,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Minimum,0
Scenario2,10,Vehicle,Vehicle1[1],RideStation,EntryQueue,TimeWaiting,Minimum,0
Scenario2,1,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Average,0.00444444444444434
Scenario2,2,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Average,0.00444444444444434
Scenario2,3,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Average,0.00444444444444434
Scenario2,4,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Average,0.00444444444444434
Scenario2,5,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Average,0.00444444444444433
Scenario2,6,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Average,0.00444444444444434
Scenario2,7,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Average,0.00444444444444433
Scenario2,8,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Average,0.00444444444444433
Scenario2,9,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Average,0.00444444444444434
Scenario2,10,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Average,0.00444444444444434
Scenario2,1,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Maximum,0.0044444444444447
Scenario2,2,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Maximum,0.0044444444444447
Scenario2,3,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Maximum,0.00444444444444447
Scenario2,4,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Maximum,0.00444444444444447
Scenario2,5,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Maximum,0.00444444444444447
Scenario2,6,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Maximum,0.00444444444444447
Scenario2,7,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Maximum,0.00444444444444447
Scenario2,8,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Maximum,0.00444444444444447
Scenario2,9,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Maximum,0.0044444444444447
Scenario2,10,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Maximum,0.00444444444444447
Scenario2,1,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Minimum,0.00444444444444425
Scenario2,2,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Minimum,0.00444444444444425
Scenario2,3,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Minimum,0.00444444444444425
Scenario2,4,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Minimum,0.00444444444444425
Scenario2,5,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Minimum,0.00444444444444425
Scenario2,6,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Minimum,0.00444444444444425
Scenario2,7,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Minimum,0.00444444444444425
Scenario2,8,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Minimum,0.00444444444444425
Scenario2,9,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Minimum,0.00444444444444425
Scenario2,10,Vehicle,Vehicle1[1],RideStation,HoldingTime,TimeInStation,Minimum,0.00444444444444425
Scenario2,1,Vehicle,Vehicle1[1],RideStation,Throughput,NumberBalked,Total,0
Scenario2,2,Vehicle,Vehicle1[1],RideStation,Throughput,NumberBalked,Total,0
Scenario2,3,Vehicle,Vehicle1[1],RideStation,Throughput,NumberBalked,Total,0
Scenario2,4,Vehicle,Vehicle1[1],RideStation,Throughput,NumberBalked,Total,0
Scenario2,5,Vehicle,Vehicle1[1],RideStation,Throughput,NumberBalked,Total,0
Scenario2,6,Vehicle,Vehicle1[1],RideStation,Throughput,NumberBalked,Total,0
Scenario2,7,Vehicle,Vehicle1[1],RideStation,Throughput,NumberBalked,Total,0
Scenario2,8,Vehicle,Vehicle1[1],RideStation,Throughput,NumberBalked,Total,0
Scenario2,9,Vehicle,Vehicle1[1],RideStation,Throughput,NumberBalked,Total,0
Scenario2,10,Vehicle,Vehicle1[1],RideStation,Throughput,NumberBalked,Total,0
Scenario2,1,Vehicle,Vehicle1[1],RideStation,Throughput,NumberEntered,Total,457
Scenario2,2,Vehicle,Vehicle1[1],RideStation,Throughput,NumberEntered,Total,458
Scenario2,3,Vehicle,Vehicle1[1],RideStation,Throughput,NumberEntered,Total,449
Scenario2,4,Vehicle,Vehicle1[1],RideStation,Throughput,NumberEntered,Total,440
Scenario2,5,Vehicle,Vehicle1[1],RideStation,Throughput,NumberEntered,Total,445
Scenario2,6,Vehicle,Vehicle1[1],RideStation,Throughput,NumberEntered,Total,446
Scenario2,7,Vehicle,Vehicle1[1],RideStation,Throughput,NumberEntered,Total,455
Scenario2,8,Vehicle,Vehicle1[1],RideStation,Throughput,NumberEntered,Total,448
Scenario2,9,Vehicle,Vehicle1[1],RideStation,Throughput,NumberEntered,Total,446
Scenario2,10,Vehicle,Vehicle1[1],RideStation,Throughput,NumberEntered,Total,456
Scenario2,1,Vehicle,Vehicle1[1],RideStation,Throughput,NumberExited,Total,457
Scenario2,2,Vehicle,Vehicle1[1],RideStation,Throughput,NumberExited,Total,458
Scenario2,3,Vehicle,Vehicle1[1],RideStation,Throughput,NumberExited,Total,448
Scenario2,4,Vehicle,Vehicle1[1],RideStation,Throughput,NumberExited,Total,439
Scenario2,5,Vehicle,Vehicle1[1],RideStation,Throughput,NumberExited,Total,445
Scenario2,6,Vehicle,Vehicle1[1],RideStation,Throughput,NumberExited,Total,445
Scenario2,7,Vehicle,Vehicle1[1],RideStation,Throughput,NumberExited,Total,454
Scenario2,8,Vehicle,Vehicle1[1],RideStation,Throughput,NumberExited,Total,447
Scenario2,9,Vehicle,Vehicle1[1],RideStation,Throughput,NumberExited,Total,446
Scenario2,10,Vehicle,Vehicle1[1],RideStation,Throughput,NumberExited,Total,456
Scenario2,1,Vehicle,Vehicle1[1],RideStation,Throughput,NumberReneged,Total,0
Scenario2,2,Vehicle,Vehicle1[1],RideStation,Throughput,NumberReneged,Total,0
Scenario2,3,Vehicle,Vehicle1[1],RideStation,Throughput,NumberReneged,Total,0
